Glove

alpha	beta	precision	recall	f-measure
0.4	0.6	0.23841059602649006	0.782608695652174	0.3654822335025381
0.4	0.7	0.24333333333333335	0.7604166666666666	0.36868686868686873
0.4	0.8	0.24666666666666667	0.74	0.37
0.4	0.9	0.22525597269624573	0.7252747252747253	0.34375
0.5	0.1	0.23178807947019867	0.7526881720430108	0.35443037974683544
0.5	0.2	0.2376237623762376	0.782608695652174	0.3645569620253164
0.5	0.3	0.2376237623762376	0.7659574468085106	0.36272040302267
0.5	0.4	0.24092409240924093	0.776595744680851	0.36775818639798485
0.5	0.5	0.24172185430463577	0.7684210526315789	0.3677581863979849
0.5	0.6	0.23841059602649006	0.782608695652174	0.3654822335025381
0.5	0.7	0.2483221476510067	0.7326732673267327	0.37092731829573933
0.5	0.8	0.24752475247524752	0.7653061224489796	0.374064837905237
0.5	0.9	0.2222222222222222	0.7674418604651163	0.34464751958224543
0.6	0.1	0.23588039867109634	0.7553191489361702	0.3594936708860759
0.6	0.2	0.2376237623762376	0.782608695652174	0.3645569620253164
0.6	0.3	0.2376237623762376	0.7659574468085106	0.36272040302267
0.6	0.4	0.24752475247524752	0.78125	0.3759398496240602
0.6	0.5	0.24172185430463577	0.776595744680851	0.3686868686868688
0.6	0.6	0.24834437086092714	0.78125	0.37688442211055273
0.6	0.7	0.2565789473684211	0.8210526315789474	0.39097744360902253
0.6	0.8	0.23333333333333334	0.7526881720430108	0.3562340966921119
0.6	0.9	0.2052980132450331	0.7294117647058823	0.32041343669250644
0.7	0.1	0.23588039867109634	0.7395833333333334	0.35768261964735515
0.7	0.2	0.2376237623762376	0.782608695652174	0.3645569620253164
0.7	0.3	0.24092409240924093	0.776595744680851	0.36775818639798485
0.7	0.4	0.24092409240924093	0.7684210526315789	0.3668341708542714
0.7	0.5	0.2425249169435216	0.776595744680851	0.369620253164557
0.7	0.6	0.24834437086092714	0.7731958762886598	0.37593984962406013
0.7	0.7	0.24752475247524752	0.7978723404255319	0.3778337531486146
0.7	0.8	0.23178807947019867	0.813953488372093	0.36082474226804123
0.7	0.9	0.19666666666666666	0.7662337662337663	0.31299734748010605
0.8	0.1	0.24092409240924093	0.776595744680851	0.36775818639798485
0.8	0.2	0.2376237623762376	0.782608695652174	0.3645569620253164
0.8	0.3	0.2508250825082508	0.7835051546391752	0.37999999999999995
0.8	0.4	0.24092409240924093	0.7684210526315789	0.3668341708542714
0.8	0.5	0.24584717607973422	0.7789473684210526	0.3737373737373737
0.8	0.6	0.24422442244224424	0.8131868131868132	0.3756345177664974
0.8	0.7	0.24342105263157895	0.8314606741573034	0.3765903307888041
0.8	0.8	0.23178807947019867	0.813953488372093	0.36082474226804123
0.8	0.9	0.18666666666666668	0.7567567567567568	0.2994652406417112
0.9	0.1	0.24092409240924093	0.776595744680851	0.36775818639798485
0.9	0.2	0.23841059602649006	0.7659574468085106	0.3636363636363636
0.9	0.3	0.24752475247524752	0.78125	0.3759398496240602
0.9	0.4	0.24584717607973422	0.7708333333333334	0.37279596977329976
0.9	0.5	0.24834437086092714	0.78125	0.37688442211055273
0.9	0.6	0.25	0.8539325842696629	0.38676844783715014
0.9	0.7	0.23509933774834438	0.797752808988764	0.36317135549872126
0.9	0.8	0.22772277227722773	0.8214285714285714	0.35658914728682173
0.9	0.9	0.18874172185430463	0.7702702702702703	0.3031914893617021

maxAlpha: 0.6,	maxBeta: 0.7,	maxFMeasure: 0.39097744360902253
