w2v

alpha	beta	precision	recall	f-measure
0.7	0.5	0.2947761194029851	0.7821782178217822	0.4281842818428184
0.7	0.6	0.29699248120300753	0.7669902912621359	0.4281842818428184
0.7	0.7	0.28888888888888886	0.78	0.4216216216216216
0.7	0.8	0.28308823529411764	0.7857142857142857	0.4162162162162162
0.7	0.9	0.25925925925925924	0.7692307692307693	0.3878116343490305
0.8	0.1	0.2808988764044944	0.7653061224489796	0.410958904109589
0.8	0.2	0.275092936802974	0.7872340425531915	0.4077134986225895
0.8	0.3	0.2899628252788104	0.7959183673469388	0.4250681198910081
0.8	0.4	0.29850746268656714	0.7920792079207921	0.4336043360433604
0.8	0.5	0.2947761194029851	0.7821782178217822	0.4281842818428184
0.8	0.6	0.29213483146067415	0.7572815533980582	0.4216216216216216
0.8	0.7	0.28888888888888886	0.78	0.4216216216216216
0.8	0.8	0.28044280442804426	0.7676767676767676	0.41081081081081083
0.8	0.9	0.25092250922509224	0.7555555555555555	0.3767313019390582
0.9	0.1	0.2819548872180451	0.7653061224489796	0.41208791208791207
0.9	0.2	0.2825278810408922	0.7916666666666666	0.4164383561643836
0.9	0.3	0.2899628252788104	0.7959183673469388	0.4250681198910081
0.9	0.4	0.2947761194029851	0.7821782178217822	0.4281842818428184
0.9	0.5	0.291044776119403	0.7722772277227723	0.4227642276422764
0.9	0.6	0.2873134328358209	0.7549019607843137	0.4162162162162162
0.9	0.7	0.2867647058823529	0.78	0.4193548387096773
0.9	0.8	0.28044280442804426	0.7676767676767676	0.41081081081081083
0.9	0.9	0.24354243542435425	0.75	0.36768802228412256

maxAlpha: 0.5,	maxBeta: 0.5,	maxFMeasure: 0.43783783783783786
