Glove

alpha	beta	precision	recall	f-measure
0.4	0.8	0.24092409240924093	0.776595744680851	0.36775818639798485
0.4	0.9	0.2376237623762376	0.7741935483870968	0.3636363636363636
0.5	0.1	0.18211920529801323	0.7746478873239436	0.29490616621983906
0.5	0.2	0.18688524590163935	0.75	0.2992125984251969
0.5	0.3	0.2	0.7530864197530864	0.3160621761658031
0.5	0.4	0.20132013201320131	0.7625	0.3185378590078329
0.5	0.5	0.24503311258278146	0.7789473684210526	0.37279596977329976
0.5	0.6	0.2425249169435216	0.776595744680851	0.369620253164557
0.5	0.7	0.23841059602649006	0.782608695652174	0.3654822335025381
0.5	0.8	0.23841059602649006	0.782608695652174	0.3654822335025381
0.5	0.9	0.23841059602649006	0.7741935483870968	0.3645569620253164
0.6	0.1	0.17647058823529413	0.7605633802816901	0.2864721485411141
0.6	0.2	0.19218241042345277	0.7763157894736842	0.3080939947780679
0.6	0.3	0.19480519480519481	0.7792207792207793	0.31168831168831174
0.6	0.4	0.20454545454545456	0.7974683544303798	0.32558139534883723
0.6	0.5	0.24834437086092714	0.7731958762886598	0.37593984962406013
0.6	0.6	0.24834437086092714	0.7731958762886598	0.37593984962406013
0.6	0.7	0.24916943521594684	0.7731958762886598	0.37688442211055273
0.6	0.8	0.2425249169435216	0.7849462365591398	0.3705583756345178
0.6	0.9	0.24092409240924093	0.7849462365591398	0.36868686868686873
0.7	0.1	0.17049180327868851	0.7647058823529411	0.27882037533512066
0.7	0.2	0.19218241042345277	0.8194444444444444	0.31134564643799467
0.7	0.3	0.18627450980392157	0.7916666666666666	0.3015873015873016
0.7	0.4	0.20521172638436483	0.7974683544303798	0.32642487046632124
0.7	0.5	0.25	0.8539325842696629	0.38676844783715014
0.7	0.6	0.24834437086092714	0.7731958762886598	0.37593984962406013
0.7	0.7	0.24834437086092714	0.7731958762886598	0.37593984962406013
0.7	0.8	0.24916943521594684	0.7731958762886598	0.37688442211055273
0.7	0.9	0.24584717607973422	0.7789473684210526	0.3737373737373737
0.8	0.1	0.17263843648208468	0.7910447761194029	0.28342245989304815
0.8	0.2	0.18831168831168832	0.8285714285714286	0.3068783068783069
0.8	0.3	0.18892508143322476	0.8169014084507042	0.30687830687830686
0.8	0.4	0.2012987012987013	0.8378378378378378	0.324607329842932
0.8	0.5	0.24752475247524752	0.7978723404255319	0.3778337531486146
0.8	0.6	0.24671052631578946	0.8426966292134831	0.38167938931297707
0.8	0.7	0.24503311258278146	0.7628865979381443	0.3709273182957394
0.8	0.8	0.24834437086092714	0.7731958762886598	0.37593984962406013
0.8	0.9	0.24834437086092714	0.78125	0.37688442211055273
0.9	0.1	0.16612377850162866	0.7846153846153846	0.27419354838709675
0.9	0.2	0.1758957654723127	0.7714285714285715	0.2864721485411141
0.9	0.3	0.18892508143322476	0.8169014084507042	0.30687830687830686
0.9	0.4	0.19934640522875818	0.8026315789473685	0.3193717277486911
0.9	0.5	0.24422442244224424	0.8043478260869565	0.37468354430379747
0.9	0.6	0.24752475247524752	0.7978723404255319	0.3778337531486146
0.9	0.7	0.24671052631578946	0.8426966292134831	0.38167938931297707
0.9	0.8	0.24172185430463577	0.8021978021978022	0.3715012722646311
0.9	0.9	0.24834437086092714	0.7731958762886598	0.37593984962406013

maxAlpha: 0.7,	maxBeta: 0.5,	maxFMeasure: 0.38676844783715014
